"Tree","MDI_1","p_1","MDI_2","p_2","MDI_3","p_3","MDI_4","p_4","MDI_5","p_5","MDI_6","p_6","MDI_7","p_7","MDI_8","p_8","MDI_9","p_9","MDI_10","p_10","MDI_11","p_11","MDI_12","p_12","MDI_13","p_13","MDI_14","p_14","MDI_15","p_15","MDI_16","p_16","MDI_17","p_17","MDI_18","p_18","MDI_19","p_19"
945,-0.051,0.323,0.164,0.869,0.494,0.999,0.341,0.995,0.145,0.832,0.016,0.516,0.249,0.969,0.07,0.686,-0.031,0.373,0.069,0.673,-0.047,0.33,-0.142,0.116,-0.055,0.297,-0.09,0.226,0.46,1,-0.075,0.265,-0.084,0.247,-0.055,0.316,-0.09,0.217
946,-0.004,0.453,0.171,0.867,0.389,0.996,0.278,0.969,0.16,0.838,0.023,0.533,0.208,0.91,0.089,0.69,0.004,0.477,0.085,0.695,-0.012,0.445,-0.082,0.262,-0.016,0.429,-0.04,0.379,0.372,0.998,-0.027,0.397,-0.05,0.358,-0.016,0.431,-0.052,0.329
947,0.081,0.671,0.165,0.858,0.54,1,0.35,0.992,0.249,0.95,0.082,0.676,0.233,0.953,0.209,0.909,0.071,0.645,0.216,0.916,0.064,0.637,-0.016,0.439,0.081,0.669,0.025,0.519,0.568,1,0.057,0.619,0.009,0.484,0.064,0.629,0.024,0.528
948,-0.047,0.356,0.239,0.914,0.603,1,0.368,0.974,0.221,0.901,0,0.473,0.286,0.949,0.13,0.755,-0.052,0.35,0.134,0.766,-0.06,0.35,-0.118,0.188,-0.016,0.435,-0.093,0.269,0.578,1,-0.042,0.376,-0.095,0.251,-0.03,0.405,-0.098,0.228
949,-0.003,0.462,0.211,0.895,0.689,1,0.428,0.998,0.212,0.918,0.04,0.565,0.305,0.984,0.151,0.832,0.001,0.48,0.155,0.823,-0.007,0.441,-0.082,0.278,0.038,0.583,-0.009,0.447,0.644,1,0.013,0.511,-0.028,0.402,0.024,0.534,-0.027,0.403
950,-0.012,0.435,0.168,0.841,0.526,1,0.368,0.988,0.151,0.797,0.047,0.585,0.27,0.938,0.104,0.711,-0.005,0.457,0.102,0.709,-0.013,0.454,-0.124,0.178,-0.015,0.435,-0.064,0.324,0.519,0.998,-0.034,0.386,-0.074,0.308,-0.026,0.417,-0.069,0.322
951,0.004,0.492,0.196,0.881,0.533,1,0.344,0.987,0.186,0.854,0.05,0.602,0.281,0.954,0.117,0.739,0.013,0.501,0.129,0.76,0.003,0.476,-0.071,0.313,0.024,0.539,-0.022,0.413,0.536,1,0.003,0.478,-0.028,0.411,0.008,0.49,-0.02,0.428
952,-0.01,0.44,0.143,0.842,0.436,1,0.305,0.989,0.112,0.748,0.05,0.591,0.213,0.921,0.059,0.645,0.015,0.512,0.06,0.647,-0.005,0.457,-0.077,0.266,-0.008,0.435,-0.033,0.357,0.448,1,-0.017,0.409,-0.035,0.375,-0.002,0.46,-0.029,0.384
953,-0.079,0.236,0.148,0.828,0.312,0.988,0.23,0.956,0.099,0.75,-0.031,0.38,0.181,0.898,0.022,0.525,-0.08,0.237,0.024,0.521,-0.081,0.238,-0.144,0.108,-0.057,0.312,-0.124,0.138,0.386,0.994,-0.069,0.262,-0.125,0.14,-0.076,0.257,-0.103,0.191
954,-0.076,0.266,0.135,0.805,0.387,0.998,0.222,0.949,0.083,0.699,-0.026,0.397,0.15,0.832,0.02,0.525,-0.072,0.272,0.035,0.562,-0.075,0.275,-0.148,0.122,-0.056,0.321,-0.107,0.194,0.392,0.998,-0.08,0.26,-0.11,0.179,-0.073,0.261,-0.104,0.197
955,0.021,0.536,0.223,0.927,0.563,1,0.374,0.982,0.218,0.885,0.052,0.596,0.279,0.953,0.159,0.814,0.028,0.549,0.167,0.84,0.013,0.51,-0.065,0.319,0.049,0.604,-0.03,0.406,0.584,1,0.021,0.535,-0.041,0.391,0.036,0.566,-0.026,0.397
956,0.11,0.752,0.22,0.9,0.614,1,0.42,0.996,0.293,0.978,0.116,0.766,0.301,0.98,0.24,0.95,0.092,0.694,0.246,0.938,0.084,0.692,-0.019,0.421,0.084,0.681,0.033,0.555,0.618,1,0.056,0.616,0.02,0.517,0.063,0.635,0.014,0.502
957,-0.006,0.473,0.185,0.856,0.414,0.998,0.294,0.954,0.177,0.842,0.051,0.617,0.245,0.915,0.103,0.71,0.002,0.489,0.106,0.715,-0.009,0.464,-0.07,0.337,0.018,0.526,-0.057,0.353,0.484,0.999,0.004,0.491,-0.055,0.355,0.032,0.556,-0.057,0.359
958,-0.061,0.284,0.176,0.907,0.492,1,0.365,0.999,0.145,0.851,-0.009,0.44,0.28,0.979,0.067,0.663,-0.051,0.31,0.07,0.675,-0.052,0.312,-0.123,0.14,-0.035,0.365,-0.068,0.266,0.513,0.999,-0.053,0.306,-0.083,0.225,-0.045,0.346,-0.076,0.249
959,0.071,0.659,0.193,0.897,0.464,1,0.305,0.985,0.225,0.932,0.078,0.687,0.229,0.946,0.157,0.845,0.068,0.654,0.17,0.862,0.058,0.608,-0.034,0.384,0.049,0.621,0.016,0.518,0.495,1,0.032,0.551,0,0.466,0.032,0.552,0.013,0.514
960,-0.017,0.417,0.141,0.841,0.452,1,0.296,0.987,0.135,0.82,0.023,0.533,0.207,0.912,0.08,0.689,-0.007,0.461,0.066,0.644,-0.004,0.462,-0.07,0.291,0.011,0.491,-0.025,0.402,0.435,1,-0.027,0.398,-0.028,0.403,-0.012,0.441,-0.021,0.422
961,0.012,0.502,0.19,0.889,0.439,1,0.298,0.981,0.164,0.847,0.064,0.635,0.237,0.926,0.106,0.736,0.031,0.553,0.107,0.722,0.024,0.534,-0.056,0.329,0.037,0.564,-0.027,0.405,0.474,1,0.021,0.539,-0.035,0.385,0.03,0.551,-0.01,0.45
962,-0.03,0.391,0.195,0.88,0.481,1,0.345,0.991,0.197,0.88,0.009,0.515,0.26,0.961,0.09,0.703,-0.019,0.443,0.107,0.727,-0.032,0.385,-0.093,0.243,0,0.48,-0.037,0.383,0.519,1,-0.024,0.425,-0.046,0.357,-0.001,0.463,-0.039,0.366
963,0.01,0.491,0.219,0.904,0.505,1,0.3,0.971,0.189,0.883,0.04,0.57,0.235,0.944,0.13,0.783,0.006,0.497,0.131,0.785,0.012,0.517,-0.067,0.31,0.033,0.564,-0.035,0.38,0.5,1,0.011,0.508,-0.042,0.364,0.033,0.572,-0.04,0.375
964,0.02,0.521,0.156,0.835,0.335,0.991,0.295,0.979,0.158,0.857,0.049,0.599,0.218,0.923,0.098,0.722,0.01,0.507,0.094,0.724,-0.001,0.457,-0.081,0.262,-0.029,0.395,-0.035,0.374,0.383,0.996,-0.034,0.377,-0.039,0.356,-0.021,0.415,-0.046,0.347
